RowNumber,Emplyee ID,Hours Training,Geography,Gender,Age,Years of Experience,Number of Machines S/he can work with,Married,Has a Bachelor or Higher Degree,Annual Salary, Reciev Bonus
7136,15788442,681,Canada,Female,57,2,1,0,1,131965,0
7137,15689781,826,USA,Female,49,0,1,0,0,178710,1
7138,15764226,630,Mexico,Female,28,8,1,1,1,20345,0
7139,15809837,430,Mexico,Female,66,6,2,1,1,172852,1
7140,15805212,806,USA,Female,67,1,2,0,1,103946,0
7141,15716082,703,Canada,Male,39,6,1,0,0,183656,0
7142,15643056,755,Mexico,Female,38,1,1,0,1,10334,0
7143,15654859,612,Canada,Female,63,2,2,1,0,122110,1
7144,15761158,719,USA,Female,54,7,2,1,1,125042,0
7145,15577515,554,Mexico,Female,55,0,1,0,1,140003,1
7146,15723827,683,USA,Male,30,4,1,0,0,183171,0
7147,15646594,749,USA,Male,41,5,1,1,1,61128,0
7148,15712877,724,Canada,Male,36,1,2,1,0,52462,0
7149,15598802,770,Canada,Male,30,8,2,0,1,50840,0
7150,15699340,680,USA,Male,37,4,2,1,0,61241,0
7151,15691150,699,USA,Female,32,4,1,1,1,127430,0
7152,15608688,442,USA,Male,34,4,2,1,0,68343,0
7153,15737998,529,USA,Male,46,8,1,0,0,126512,1
7154,15735837,574,Canada,Male,36,3,2,1,1,8560,0
7155,15659100,605,USA,Male,33,9,1,0,0,147823,0
7156,15609070,515,Mexico,Male,45,7,3,1,1,39288,1
7157,15650313,632,Mexico,Male,65,6,1,1,1,85179,0
7158,15627699,558,USA,Male,32,10,1,1,0,190020,0
7159,15591010,434,Mexico,Male,55,8,2,1,0,96406,1
7160,15798895,525,USA,Female,59,6,1,1,0,83343,1
7161,15745375,640,Mexico,Male,23,3,1,1,0,161333,0
7162,15775235,690,USA,Female,36,6,1,0,0,81292,0
7163,15780088,607,Canada,Male,34,9,1,1,0,177748,0
7164,15649379,850,USA,Female,46,3,2,1,1,187980,0
7165,15713983,780,Mexico,Male,34,5,2,1,0,177235,0
7166,15709252,616,Mexico,Female,28,10,1,0,1,29835,1
7167,15699238,618,Canada,Female,40,8,2,1,0,80204,0
7168,15732884,676,USA,Male,29,7,1,0,0,189269,0
7169,15587297,507,USA,Male,33,7,2,1,1,85411,0
7170,15684722,490,USA,Male,34,5,2,0,0,154361,0
7171,15621244,678,USA,Male,36,0,1,1,1,84460,0
7172,15744273,637,Mexico,Male,30,6,2,1,0,65618,0
7173,15682540,602,USA,Female,33,8,2,1,1,112929,0
7174,15636521,744,Canada,Female,30,1,1,1,1,142211,0
7175,15785339,640,USA,Female,50,9,2,0,0,82560,0
7176,15638983,684,USA,Female,38,5,1,0,0,127388,0
7177,15654625,495,Mexico,Male,39,8,2,1,1,10160,0
7178,15697310,559,Mexico,Female,28,3,1,0,0,64242,0
7179,15678210,684,USA,Male,38,5,2,1,1,198355,0
7180,15575438,613,USA,Male,42,7,1,1,1,79324,0
7181,15632789,794,USA,Male,30,8,2,1,1,24114,0
7182,15621423,736,USA,Female,42,7,3,0,0,41921,1
7183,15573520,692,Mexico,Male,49,6,2,0,1,107473,0
7184,15740458,703,Canada,Male,36,7,1,1,0,143860,0
7185,15762799,720,Mexico,Male,23,0,2,1,1,104120,0
7186,15686885,777,Mexico,Male,44,3,2,0,1,79792,0
7187,15565996,653,USA,Male,44,8,2,1,1,154640,0
7188,15662152,552,USA,Female,38,9,1,0,0,57850,0
7189,15711742,708,USA,Female,34,4,1,1,1,62868,0
7190,15701885,647,USA,Female,40,9,2,0,1,92357,0
7191,15774262,597,Mexico,Male,52,8,2,1,1,161084,0
7192,15567839,501,USA,Male,42,9,1,0,1,91430,0
7193,15644400,709,USA,Male,44,9,1,1,0,117031,0
7194,15797246,621,Mexico,Female,34,2,2,1,0,44857,0
7195,15778290,799,USA,Male,70,8,1,1,1,36484,0
7196,15708714,675,USA,Female,33,6,2,1,0,34046,0
7197,15586183,561,USA,Female,35,5,2,1,0,59982,0
7198,15761733,707,USA,Female,42,10,2,1,1,152944,0
7199,15773934,670,USA,Male,33,6,1,1,0,66979,0
7200,15705343,649,Canada,Female,32,7,1,1,0,28797,0
7201,15593959,524,USA,Male,28,1,1,1,1,51671,0
7202,15664615,689,Mexico,Female,30,5,1,1,1,41866,1
7203,15671014,573,Canada,Female,72,8,1,1,1,96016,0
7204,15657778,657,USA,Male,33,1,2,0,0,103914,0
7205,15585192,686,Canada,Male,39,10,1,0,0,89200,0
7206,15592914,683,USA,Female,29,9,2,1,1,48850,0
7207,15770995,753,Mexico,Female,47,1,1,1,0,197445,0
7208,15570990,520,Canada,Female,30,4,2,0,0,145161,0
7209,15596165,547,Mexico,Male,25,4,2,1,1,52310,0
7210,15788131,653,USA,Male,47,6,1,1,0,50696,1
7211,15800773,648,Canada,Female,28,9,1,1,1,157891,0
7212,15690153,639,USA,Female,37,4,2,0,1,181851,0
7213,15638989,711,USA,Female,25,5,1,0,0,51345,1
7214,15623210,484,Mexico,Female,55,8,3,0,0,137520,1
7215,15652658,721,USA,Male,36,1,2,1,1,49653,0
7216,15684440,548,Mexico,Male,32,2,1,1,1,55867,0
7217,15730287,679,USA,Male,41,8,3,1,0,172749,1
7218,15720353,553,USA,Male,41,1,2,1,0,90607,0
7219,15767231,757,USA,Male,36,7,1,0,0,130862,0
7220,15761554,581,USA,Male,54,4,1,0,0,5558,1
7221,15706637,718,Canada,Male,40,9,2,0,0,121538,0
7222,15690492,625,USA,Male,41,6,2,1,0,57129,0
7223,15694237,744,Canada,Male,39,4,1,1,0,19410,0
7224,15729771,799,Mexico,Male,31,9,1,0,1,88605,1
7225,15609823,751,Canada,Female,34,8,2,0,0,480,0
7226,15793366,781,Mexico,Male,35,7,2,1,1,173838,0
7227,15614813,777,Mexico,Female,46,0,1,1,0,487,0
7228,15566495,704,Canada,Female,24,2,1,1,0,35600,1
7229,15707602,539,USA,Female,47,2,2,1,1,166929,1
7230,15635244,716,USA,Female,29,6,2,1,1,98999,0
7231,15805627,670,USA,Male,37,2,2,1,1,54230,0
7232,15607986,555,USA,Male,40,10,1,1,1,105720,0
7233,15799785,679,Mexico,Female,30,4,1,1,1,121151,0
7234,15699963,571,USA,Male,38,1,1,1,1,154844,0
7235,15624595,512,Canada,Female,35,5,1,1,1,18785,0
7236,15629750,697,USA,Male,35,5,1,1,0,64772,0
7237,15651460,424,Canada,Male,34,7,1,1,1,16251,0
7238,15753550,684,USA,Female,43,7,2,1,0,131094,0
7239,15594133,697,Canada,Male,62,7,1,1,0,129188,1
7240,15772329,580,Mexico,Male,45,8,1,1,0,47429,1
7241,15591552,600,USA,Female,32,7,1,1,0,132973,0
7242,15750921,521,USA,Male,37,5,2,1,1,84908,0
7243,15701687,664,Canada,Male,44,7,3,0,0,57339,1
7244,15728906,634,USA,Male,77,5,2,1,1,161580,0
7245,15670029,445,USA,Female,33,7,2,1,0,122626,0
7246,15763579,702,Mexico,Female,36,2,2,1,1,52910,0
7247,15728010,485,USA,Male,37,5,2,0,1,170226,0
7248,15663194,582,Mexico,Female,40,3,1,1,1,191758,1
7249,15736510,605,Canada,Female,57,2,3,1,0,66653,1
7250,15745804,628,USA,Male,25,7,2,1,1,195978,0
7251,15631451,604,Canada,Female,28,6,2,1,1,69056,0
7252,15746995,724,Mexico,Male,31,9,1,1,0,12920,0
7253,15730673,567,Mexico,Male,40,7,1,1,0,138553,0
7254,15734649,779,Canada,Female,55,0,1,1,0,22833,1
7255,15701081,785,USA,Male,36,2,1,0,1,61811,0
7256,15632503,563,USA,Female,32,0,1,1,0,191604,1
7257,15585928,821,Mexico,Female,31,2,1,1,1,25445,0
7258,15648681,747,USA,Female,47,5,4,0,1,129965,1
7259,15747757,600,Mexico,Female,58,8,1,0,0,6210,1
7260,15718921,625,Canada,Male,32,7,1,1,1,134794,0
7261,15571081,773,USA,Female,41,7,1,1,1,57550,0
7262,15734578,726,USA,Female,53,1,1,0,1,28367,0
7263,15579583,641,Canada,Female,40,4,1,1,1,51703,0
7264,15622729,649,USA,Female,46,2,2,1,1,66603,0
7265,15662189,434,Canada,Male,33,3,1,1,1,2740,0
7266,15692718,738,USA,Female,38,7,2,0,0,69227,0
7267,15762716,762,Canada,Female,60,10,1,1,0,31445,1
7268,15724851,507,Mexico,Male,31,9,1,1,0,150037,0
7269,15587266,606,Mexico,Female,27,6,1,0,1,111449,0
7270,15675926,655,Mexico,Male,34,7,1,1,0,51226,1
7271,15706268,697,Mexico,Male,51,1,1,1,1,53581,0
7272,15581871,504,Mexico,Male,42,7,2,1,1,149698,0
7273,15666166,653,USA,Female,74,0,1,1,1,160348,0
7274,15671582,660,Canada,Male,38,6,1,1,1,154642,0
7275,15680901,652,USA,Female,34,6,2,1,1,104332,0
7276,15642336,669,USA,Female,42,9,2,0,0,135630,0
7277,15653147,594,USA,Male,35,2,1,1,1,65362,0
7278,15571284,756,Mexico,Male,32,0,2,1,1,56176,0
7279,15591360,642,USA,Female,33,4,2,0,1,60059,0
7280,15810485,486,Mexico,Male,37,1,1,0,0,51365,0
7281,15611973,804,USA,Male,55,7,2,1,1,118753,0
7282,15735572,629,USA,Male,59,9,1,1,1,116849,1
7283,15567860,581,Canada,Female,44,7,2,1,0,45026,1
7284,15795690,667,USA,Male,31,3,1,1,1,189657,0
7285,15706464,667,Canada,Male,35,4,2,0,0,57213,0
7286,15725028,679,USA,Male,29,3,2,1,1,63687,0
7287,15751167,680,USA,Female,43,4,2,1,1,58761,0
7288,15633944,644,Canada,Male,32,3,1,1,1,14188,0
7289,15672637,571,USA,Female,30,4,1,1,0,145116,0
7290,15680895,627,Canada,Female,35,7,1,1,0,187718,0
7291,15793825,536,USA,Male,39,4,2,1,0,27150,0
7292,15611318,599,Canada,Male,33,4,1,1,0,111623,1
7293,15768474,744,Canada,Male,34,3,2,1,0,27244,0
7294,15716276,709,USA,Female,34,2,1,1,0,57030,0
7295,15623668,653,Mexico,Male,31,2,2,0,0,25183,0
7296,15696361,648,Mexico,Male,31,7,1,0,1,129981,0
7297,15607988,663,Mexico,Female,37,8,1,1,0,118717,0
7298,15637891,613,Mexico,Female,43,4,1,0,1,20134,0
7299,15789865,620,USA,Male,28,9,1,0,1,190208,0
7300,15627190,661,USA,Male,51,6,1,1,1,68022,0
7301,15788224,669,Mexico,Male,45,1,1,0,0,110882,0
7302,15702149,767,Mexico,Female,33,1,1,1,1,132481,0
7303,15708236,491,USA,Female,72,6,1,1,1,7033,0
7304,15568469,653,USA,Male,43,0,2,1,0,27863,0
7305,15764444,679,Mexico,Male,58,8,2,1,1,87008,0
7306,15794204,687,USA,Male,28,7,1,1,1,27411,0
7307,15807546,837,USA,Female,38,2,2,1,1,46395,0
7308,15782159,850,USA,Male,28,8,2,1,1,194245,0
7309,15618703,663,Canada,Female,53,6,1,0,1,151317,1
7310,15793317,547,Canada,Female,22,7,1,1,0,118143,0
7311,15740487,627,USA,Female,41,6,3,1,1,138701,1
7312,15722479,707,USA,Male,37,1,2,0,1,6036,0
7313,15688264,629,USA,Female,43,0,2,1,1,41264,0
7314,15583067,687,USA,Female,36,4,1,0,1,63185,0
7315,15686670,588,USA,Female,36,2,2,1,0,92536,1
7316,15593345,502,Mexico,Female,33,6,2,1,1,158736,0
7317,15811690,793,Mexico,Male,54,2,1,0,0,18633,1
7318,15734008,727,Mexico,Male,59,5,1,1,0,71830,1
7319,15771856,632,Canada,Female,32,1,2,1,0,19526,0
7320,15762045,474,Mexico,Female,37,5,2,1,1,110953,0
7321,15778142,850,Mexico,Female,31,1,2,1,1,4466,0
7322,15689268,584,USA,Male,36,9,1,1,1,105819,0
7323,15721507,713,USA,Female,32,1,1,0,0,149559,1
7324,15750476,742,Canada,Male,24,8,2,1,0,4070,0
7325,15810723,607,USA,Female,39,10,3,1,0,132741,1
7326,15787229,761,Canada,Female,34,2,2,1,0,61251,0
7327,15570508,600,USA,Male,49,7,1,1,0,91348,0
7328,15617065,650,Canada,Male,42,4,1,1,0,171045,1
7329,15689786,850,Mexico,Male,56,1,1,0,0,155850,1
7330,15648876,501,USA,Female,34,5,1,1,0,27381,0
7331,15802106,418,USA,Male,34,8,1,1,0,154209,0
7332,15773869,797,Canada,Male,59,4,1,1,1,93625,0
7333,15711635,788,Mexico,Female,42,6,2,1,0,64746,0
7334,15795527,699,Canada,Male,43,2,2,1,0,82816,0
7335,15759133,616,USA,Male,18,6,2,1,1,27309,0
7336,15679394,651,USA,Female,41,4,1,1,1,104877,0
7337,15801072,654,USA,Female,28,7,2,1,0,151316,0
7338,15646082,676,USA,Female,34,8,1,1,0,91817,1
7339,15796111,708,Mexico,Female,54,8,1,0,1,125311,1
7340,15670646,499,Canada,Female,42,0,1,1,1,14869,1
7341,15578722,689,USA,Male,39,4,2,1,0,196112,0
7342,15815095,850,Canada,Male,54,7,2,0,0,24093,1
7343,15730360,502,USA,Male,30,4,2,1,1,66264,0
7344,15763194,643,USA,Male,34,7,2,0,1,100304,0
7345,15720725,762,USA,Male,28,2,2,1,0,167910,0
7346,15567834,719,USA,Male,49,5,1,1,1,16247,0
7347,15720644,789,USA,Male,27,6,2,1,0,103604,0
7348,15811742,553,Canada,Male,42,7,2,1,0,7680,0
7349,15813363,448,Canada,Male,25,2,2,0,0,95216,0
7350,15717629,632,Mexico,Male,42,6,2,0,1,148173,0
7351,15713160,669,Canada,Male,25,7,2,1,0,124383,0
7352,15568878,654,Canada,Male,34,5,2,1,0,159311,0
7353,15809800,726,USA,Female,38,4,2,0,0,6787,0
7354,15736420,596,USA,Male,21,4,2,0,1,197298,1
7355,15757933,733,Mexico,Female,30,1,1,1,0,21557,0
7356,15623072,529,Canada,Female,35,5,2,1,0,56518,0
7357,15683993,493,USA,Female,37,8,2,1,0,158841,0
7358,15570947,615,Canada,Female,29,7,2,1,1,126396,0
7359,15797767,600,USA,Female,49,6,1,0,1,148088,1
7360,15731989,666,USA,Male,36,4,2,1,0,33702,0
7361,15591035,644,Canada,Male,54,6,1,0,1,84622,0
7362,15586479,692,USA,Female,36,4,1,1,0,185581,1
7363,15605872,707,USA,Male,73,6,1,1,1,62769,0
7364,15666012,603,USA,Male,40,4,2,1,1,38829,0
7365,15641733,671,USA,Female,34,5,1,1,0,110749,0
7366,15593178,568,Canada,Female,36,10,1,1,1,54084,1
7367,15649183,598,Canada,Female,35,8,3,0,1,88659,0
7368,15736399,606,Canada,Male,42,10,2,1,0,177939,0
7369,15751137,850,Mexico,Female,36,3,1,1,0,174235,0
7370,15757188,644,Canada,Female,26,4,2,1,1,82697,0
7371,15726167,655,USA,Male,37,4,2,1,1,142416,0
7372,15624850,850,USA,Male,30,10,2,1,0,62811,0
7373,15717700,683,Canada,Male,34,9,2,0,1,25339,0
7374,15716347,663,Mexico,Male,37,7,2,0,1,176487,0
7375,15696287,682,Mexico,Female,38,1,1,1,1,49834,1
7376,15638871,639,USA,Male,77,6,2,1,1,55829,0
7377,15765093,704,USA,Male,23,6,1,1,1,155823,0
7378,15592999,691,USA,Female,40,0,1,1,1,60623,0
7379,15641715,599,USA,Male,34,8,2,1,1,174197,0
7380,15607746,573,USA,Female,36,1,1,1,1,56905,0
7381,15625311,589,Mexico,Female,41,7,1,1,1,101179,0
7382,15573077,620,Mexico,Female,25,8,1,1,1,73858,1
7383,15735106,647,Canada,Male,28,6,2,1,0,102325,0
7384,15672912,737,Canada,Female,39,7,2,0,0,55356,1
7385,15589881,634,USA,Female,41,7,2,1,1,131285,0
7386,15660144,660,USA,Male,38,4,2,0,0,88080,0
7387,15664083,666,Mexico,Female,37,2,1,0,1,93266,0
7388,15690898,696,USA,Male,44,8,1,0,0,75562,0
7389,15808023,836,USA,Female,29,9,1,1,1,153748,0
7390,15676909,667,Canada,Female,34,5,2,1,0,163831,0
7391,15764922,596,Canada,Male,20,3,1,1,0,103456,0
7392,15766734,430,USA,Male,31,5,1,1,0,95655,0
7393,15795079,596,Canada,Male,67,6,2,1,1,138351,0
7394,15757434,599,USA,Male,28,7,1,0,0,31190,0
7395,15673747,519,USA,Female,22,8,1,0,1,167553,0
7396,15808386,721,Mexico,Female,45,7,1,0,0,59604,1
7397,15603565,603,Canada,Female,56,5,2,1,0,162224,1
7398,15744044,572,Mexico,Male,47,4,1,1,0,196550,1
7399,15577771,453,Mexico,Female,40,1,1,1,1,120374,1
7400,15769548,668,USA,Female,37,7,1,1,0,92150,0
7401,15802071,762,Mexico,Male,35,1,1,0,1,178361,1
7402,15677395,633,USA,Female,39,9,2,0,0,170999,0
7403,15632010,647,Canada,Male,33,7,2,1,0,77216,0
7404,15779492,796,Canada,Male,56,6,1,0,0,121165,1
7405,15694677,733,USA,Male,39,1,2,1,1,141841,0
7406,15704315,556,USA,Male,34,8,1,1,1,104000,0
7407,15742009,489,Canada,Male,58,4,2,1,1,191419,0
7408,15766663,639,USA,Male,22,4,2,1,0,28189,0
7409,15742297,715,USA,Male,35,2,1,1,1,60408,0
7410,15688059,807,Mexico,Female,42,9,2,1,1,130489,0
7411,15752344,714,Canada,Male,34,5,2,1,0,193040,0
7412,15698749,626,Mexico,Female,23,6,1,1,0,109743,0
7413,15631693,697,USA,Male,36,7,2,1,1,74760,0
7414,15604536,850,Mexico,Female,31,4,1,0,1,61936,0
7415,15802869,737,Mexico,Female,45,2,2,1,1,78651,0
7416,15635598,812,USA,Male,29,6,2,0,0,168024,0
7417,15592326,583,USA,Male,36,8,2,0,1,5572,0
7418,15736533,730,Mexico,Female,37,5,1,1,0,118592,0
7419,15647191,677,USA,Male,36,4,2,1,0,7824,0
7420,15622507,748,Mexico,Female,40,3,2,0,0,38153,0
7421,15765487,753,Mexico,Female,38,9,1,1,1,180830,0
7422,15646521,634,Canada,Female,36,1,1,1,1,143961,0
7423,15746258,622,USA,Male,29,7,1,1,1,8788,0
7424,15692430,699,Mexico,Male,36,2,2,1,0,103558,0
7425,15625501,570,Mexico,Male,38,1,1,1,0,147168,1
7426,15640521,552,Mexico,Male,33,3,1,1,0,58845,1
7427,15790630,619,USA,Female,48,4,1,0,0,18095,1
7428,15664720,714,Canada,Male,33,8,1,0,0,162515,0
7429,15750055,503,Canada,Male,32,9,2,1,1,157921,0
7430,15644878,685,Canada,Female,43,6,1,0,0,68702,0
7431,15754578,606,USA,Female,35,0,2,1,0,186779,0
7432,15705379,678,USA,Male,38,3,2,1,0,66562,0
7433,15761047,724,Mexico,Male,31,2,2,0,1,64831,0
7434,15671293,779,Mexico,Female,37,2,1,1,1,6589,1
7435,15687527,638,Canada,Male,35,1,2,1,0,165371,0
7436,15647898,610,Canada,Female,50,5,3,1,0,184758,1
7437,15671534,646,Mexico,Female,57,6,1,1,0,13911,1
7438,15591248,628,USA,Female,29,9,1,1,1,34857,0
7439,15676156,528,USA,Female,32,4,2,1,0,156192,0
7440,15812918,432,USA,Female,27,6,2,0,0,53875,0
7441,15604130,622,Canada,Female,47,6,1,0,0,100183,0
7442,15700549,721,USA,Male,54,5,2,1,1,4493,0
7443,15715519,614,Canada,Male,36,5,2,1,0,130611,0
7444,15707042,634,USA,Female,24,2,1,1,0,63341,0
7445,15605276,742,USA,Female,29,4,2,1,1,180067,0
7446,15630592,516,USA,Female,45,4,1,1,0,95274,1
7447,15636626,718,USA,Male,35,3,1,1,1,53512,0
7448,15740411,636,Mexico,Male,30,8,2,1,1,109686,0
7449,15593834,691,Canada,Male,36,7,1,0,0,75665,1
7450,15804235,698,USA,Female,37,2,2,1,1,71973,0
7451,15679801,712,Canada,Female,39,5,2,1,1,23702,0
7452,15673907,659,USA,Male,20,8,2,0,0,112572,0
7453,15636562,573,Canada,Male,44,8,2,0,0,62424,0
7454,15702571,778,Mexico,Female,35,1,3,1,1,131238,1
7455,15627365,732,USA,Male,46,0,2,1,1,184351,0
7456,15748499,550,Mexico,Male,33,4,1,0,1,14000,1
7457,15598614,790,Canada,Male,20,8,2,1,0,168153,0
7458,15668889,665,Mexico,Female,43,2,4,1,0,35640,1
7459,15800049,728,Canada,Female,43,5,1,1,1,120088,0
7460,15583724,645,Canada,Female,29,4,2,1,1,74346,0
7461,15622083,647,Mexico,Male,30,6,2,1,0,2955,0
7462,15645571,596,Canada,Male,32,4,2,0,1,146504,0
7463,15598266,610,USA,Male,40,9,1,1,1,149603,0
7464,15667934,512,USA,Male,36,0,1,1,0,53021,0
7465,15569682,768,Mexico,Male,37,9,1,1,0,41788,1
7466,15772941,666,Mexico,Male,30,3,1,0,1,74849,0
7467,15586174,700,Mexico,Female,30,4,1,1,1,134417,0
7468,15803682,651,Mexico,Female,37,10,2,1,1,75838,0
7469,15627328,542,Canada,Female,26,2,2,1,1,54870,0
7470,15717065,686,USA,Female,35,8,1,1,0,35356,0
7471,15602456,850,Mexico,Female,47,4,2,1,1,122141,0
7472,15721569,658,Mexico,Female,55,8,1,0,1,119440,0
7473,15573798,448,USA,Female,36,6,2,1,0,82000,0
7474,15638272,609,Canada,Male,32,4,1,1,1,120595,0
7475,15799859,704,USA,Male,50,4,1,1,0,120771,1
7476,15599152,698,USA,Male,31,1,1,0,0,134791,0
7477,15737909,759,USA,Male,44,2,2,1,0,100138,0
7478,15646190,677,USA,Female,56,0,1,0,0,158326,1
7479,15711249,544,Canada,Male,22,4,2,1,0,70008,0
7480,15671987,567,Canada,Male,35,8,1,1,0,88659,0
7481,15812766,490,Canada,Male,40,6,1,0,0,190889,0
7482,15778589,626,USA,Male,34,7,2,1,1,56646,0
7483,15750104,718,Mexico,Male,43,5,2,1,0,32999,0
7484,15784526,616,USA,Male,44,5,1,0,1,178235,1
7485,15646563,772,USA,Female,35,9,1,0,1,25448,0
7486,15744423,561,USA,Male,32,5,2,1,0,84872,0
7487,15593694,814,USA,Male,49,8,2,0,0,157823,0
7488,15785367,651,USA,Female,56,4,1,0,0,84383,1
7489,15687765,538,Mexico,Female,42,4,1,1,0,119216,0
7490,15789014,600,USA,Female,26,6,1,1,0,82547,0
7491,15703177,654,USA,Female,35,2,1,1,1,86764,0
7492,15660263,622,USA,Male,40,4,2,1,0,197372,0
7493,15776545,682,USA,Male,28,10,1,0,1,82873,1
7494,15683276,610,Canada,Female,37,10,2,1,1,129564,0
7495,15599272,795,USA,Female,36,1,1,1,1,135389,0
7496,15589541,557,USA,Female,27,2,2,0,1,4498,0
7497,15608804,824,Mexico,Male,49,8,1,1,1,67885,0
7498,15645820,698,USA,Male,27,7,2,1,0,111472,0
7499,15659031,630,USA,Female,36,8,2,1,1,134408,0
7500,15790113,609,Mexico,Female,71,6,1,1,0,108258,1
7501,15652289,694,USA,Male,47,4,2,1,0,197529,0
7502,15605341,681,USA,Female,58,8,1,1,1,139761,0
7503,15697844,721,Canada,Female,32,10,1,1,0,136120,1
7504,15652048,563,Mexico,Male,44,7,2,1,1,197812,0
7505,15587038,654,Canada,Female,32,2,1,1,1,51973,1
7506,15660528,659,Canada,Male,27,4,2,1,0,99342,0
7507,15700300,674,Mexico,Female,44,4,1,0,1,171345,1
7508,15642001,576,Mexico,Male,44,9,1,1,0,119057,1
7509,15580366,566,Mexico,Male,54,4,2,1,1,172602,0
7510,15657228,545,Mexico,Male,37,9,2,0,1,104937,0
7511,15729377,798,USA,Male,36,1,2,1,1,159044,0
7512,15686913,757,USA,Male,38,0,1,1,0,83263,0
7513,15631267,641,USA,Male,50,6,2,1,1,130911,0
7514,15632275,718,USA,Male,29,2,1,1,0,126337,0
7515,15715907,699,USA,Male,64,9,1,1,0,27981,1
7516,15764841,623,USA,Female,35,0,1,1,1,47881,0
7517,15748649,644,USA,Male,40,8,1,1,0,73882,0
7518,15771409,586,USA,Male,58,7,1,1,0,162960,1
7519,15779207,500,Mexico,Male,30,2,2,1,1,68807,0
7520,15814116,583,USA,Female,42,7,2,1,0,144039,0
7521,15665087,595,Mexico,Female,26,8,1,1,1,151192,0
7522,15611189,670,Canada,Male,43,1,1,0,0,120226,0
7523,15729718,610,USA,Male,41,6,3,0,0,56119,1
7524,15733602,814,Canada,Female,72,2,2,0,1,130853,0
7525,15620103,660,USA,Female,40,8,1,1,1,185157,0
7526,15770406,580,Mexico,Male,35,9,1,0,1,35671,0
7527,15800554,850,USA,Female,81,1,2,1,1,59568,0
7528,15611409,676,Canada,Male,35,0,2,0,0,139912,0
7529,15646535,578,USA,Male,46,5,1,1,0,56771,0
7530,15575430,579,USA,Female,33,1,1,1,1,157565,0
7531,15711299,711,Mexico,Female,52,8,1,0,1,131473,0
7532,15642063,692,USA,Male,40,6,1,0,0,90424,0
7533,15706602,760,Canada,Female,33,1,2,0,1,156660,0
7534,15592773,630,Mexico,Female,51,0,3,0,0,88373,1
7535,15786539,808,USA,Male,32,1,2,1,1,46201,0
7536,15737542,611,Mexico,Female,36,10,1,1,0,160548,0
7537,15590234,697,USA,Female,42,1,1,1,0,1263,1
7538,15773776,655,USA,Female,38,6,1,1,1,188639,0
7539,15728082,601,Canada,Male,28,6,2,1,0,14665,0
7540,15609987,755,USA,Male,42,2,1,1,0,156868,0
7541,15735330,553,USA,Male,37,1,1,1,0,30462,0
7542,15649430,723,USA,Male,28,4,2,1,1,123886,0
7543,15768777,507,Canada,Female,34,4,2,1,1,60688,0
7544,15777893,777,USA,Male,43,1,2,1,0,21786,0
7545,15791326,566,USA,Male,34,3,1,0,0,188136,0
7546,15615176,732,USA,Male,26,7,2,1,0,154365,0
7547,15735221,697,USA,Female,42,10,2,1,0,61312,0
7548,15617991,555,USA,Male,29,4,1,1,1,47455,0
7549,15658504,584,Mexico,Female,62,9,2,0,1,121103,0
7550,15785705,705,Mexico,Female,44,10,1,1,0,137420,1
7551,15801817,688,USA,Female,38,7,1,1,1,157664,0
7552,15752578,626,USA,Female,37,2,2,1,0,148690,0
7553,15781574,636,Canada,Male,76,9,1,1,1,39790,0
7554,15792107,719,Canada,Female,35,8,1,1,1,165162,0
7555,15569917,706,Canada,Male,30,6,2,0,0,137675,1
7556,15721504,731,Canada,Male,41,3,2,1,0,101372,0
7557,15757306,738,Canada,Male,49,3,3,1,1,65066,1
7558,15647295,426,USA,Male,34,9,2,1,0,107877,0
7559,15642098,622,Canada,Female,36,0,2,1,0,111180,1
7560,15696120,701,Canada,Female,30,2,2,1,0,115651,0
7561,15675176,512,USA,Male,51,6,1,1,1,165035,0
7562,15700046,635,USA,Male,41,4,2,1,0,193747,0
7563,15782089,685,USA,Male,33,6,1,1,0,58458,0
7564,15706394,609,USA,Male,53,7,2,0,1,52333,0
7565,15759387,598,Mexico,Male,38,1,1,1,1,75959,1
7566,15623369,708,USA,Male,52,10,1,1,0,123,1
7567,15732943,574,Canada,Male,36,4,1,1,0,167067,1
7568,15750545,629,USA,Male,44,5,4,0,0,117573,1
7569,15809909,422,Canada,Female,54,4,2,1,1,7167,0
7570,15642448,656,Canada,Male,28,8,1,1,1,137173,0
7571,15791944,697,USA,Male,32,7,3,1,0,116442,1
7572,15768342,718,USA,Male,52,8,3,1,1,32421,1
7573,15567919,586,Mexico,Male,37,8,2,0,1,104666,0
7574,15674750,481,Canada,Female,37,8,2,1,0,44216,0
7575,15778345,749,USA,Female,33,1,1,1,0,20164,0
7576,15687634,561,Mexico,Male,49,5,1,1,1,26691,0
7577,15666096,676,Canada,Male,27,4,1,0,1,107956,0
7578,15581700,615,Mexico,Male,43,3,1,1,1,150048,0
7579,15656417,582,USA,Female,39,1,2,1,0,192255,0
7580,15649101,601,USA,Male,40,10,1,0,0,173246,0
7581,15781975,708,USA,Male,34,3,1,0,1,121458,1
7582,15700511,708,Mexico,Male,42,9,2,1,1,104805,0
7583,15770255,797,Mexico,Female,33,10,1,0,0,69767,0
7584,15643574,682,USA,Male,26,8,2,1,0,178373,0
7585,15595010,694,Canada,Female,39,9,2,0,0,99924,0
7586,15580579,490,USA,Female,40,1,1,1,1,49594,1
7587,15748532,828,Canada,Male,42,10,1,1,1,186071,0
